pilot_source,id,name,category_primary,region,tier_label,place_complexity,pin_ambiguity,gt_confidence,offset_haversine_m,should_move,current_lat,current_lon,gt_lat,gt_lon,full_address,gt_reasoning,manual_review_status,manual_should_move,manual_primary_pin_type,manual_needs_multi_pin,manual_notes,tier,sub_tier,sub_tier_label,gt_model,pedestrian_entry_lat,pedestrian_entry_lon,pedestrian_entry_confidence,car_entry_lat,car_entry_lon,car_entry_confidence,car_entry_reasoning,entry_mode,cv_gt_lat,cv_gt_lon,cv_confidence,cv_model,cv_disagreement_m,offset_euclidean_m,offset_manhattan_m
multi_tenant,08f489c0664e38d603650cc8d06796f7,Bluffs at Old Town Helotes,shopping,TX,multi_tenant,simple,low,1.0,0.0,False,29.5763505,-98.6903021,29.5763505,-98.6903021,"14391 Riggs Rd, Helotes, TX, 78023-3928, US",The current pin is already at the correct unit entrance for Bluffs at Old Town Helotes.,,,,False,,2,2a,strip_mall_tenant,gpt-4o-mini,29.5763505,-98.6903021,1.0,29.57605191400083,-98.6903021,0.9,"The nearest parking lot entry is located to the south of the current pin, providing access to the shared parking area for the Bluffs at Old Town Helotes.",both,,,,,,0.0,0.0
multi_tenant,08f29a03a1d61a850321048ac4476cb7,Creative Thinkers Day Care,child_care_and_day_care,CA,multi_tenant,simple,low,1.0,0.0,False,34.1515482,-117.4653235,34.1515482,-117.4653235,"summit, fontana, CA, 92336, US",The current pin is already at the correct unit entrance for Creative Thinkers Day Care.,,,,False,,2,2b,office_suite,gpt-4o-mini,34.1515482,-117.4653235,1.0,34.151352869309385,-117.4653235,0.9,"The parking lot entrance closest to Creative Thinkers Day Care is located directly south of the unit, accessible from the nearest road.",both,,,,,,0.0,0.0
multi_tenant,08f265296388c098031f4ba21ad6ca0b,Redbox,rental_kiosks,MO,multi_tenant,simple,low,1.0,0.0,False,38.5648701,-94.1918748,38.5648701,-94.1918748,"98 Old Highway 7, Garden City, MO, 64747, US",The current pin is already at the correct unit entrance for Redbox.,,,,False,,2,2c,other_multi_tenant,gpt-4o-mini,38.5648701,-94.1918748,1.0,38.564601656189474,-94.1918748,0.9,"The nearest parking lot entry is located to the south of the building, accessible from the road leading into the complex.",both,,,,,,0.0,0.0
multi_tenant,08f2a10046b45c73034fe2d3c453591b,Phoenix Building Products,building_supply_store,NY,multi_tenant,simple,low,0.9,0.0,False,40.7475213,-73.6725282,40.7475213,-73.6725282,"321 Denton Ave, North Hempstead, NY, 11040-3404, US","The current pin is already at the correct unit entrance for Phoenix Building Products, as it is located within the shared building complex.",,,,False,,2,2c,other_multi_tenant,gpt-4o-mini,40.7475213,-73.6725282,0.9,40.7472612021981,-73.6725282,0.9,"The parking lot entry closest to the Phoenix Building Products is located directly south of the current pin, making it the most accessible entry point for vehicles.",both,,,,,,0.0,0.0
multi_tenant,08f44dd18c73216b030211f1bfe568f2,Kay's Early Care and Education,day_care_preschool,SC,multi_tenant,simple,low,0.9,0.0,False,34.8444454,-82.5240786,34.8444454,-82.5240786,"300 Rochester Rd, Easley, SC, 29640-7143, US",The current pin is already at the correct unit entrance for Kay's Early Care and Education.,,,,False,,2,2b,office_suite,gpt-4o-mini,34.8444454,-82.5240786,0.9,34.84425168598454,-82.5240786,0.8,"The parking lot entrance is located to the south of the unit, accessible from the nearest road, making it the most logical entry point for vehicles.",both,,,,,,0.0,0.0
multi_tenant,08f4413c35cd64d003203cca8a0e1d20,Redbox,rental_kiosks,FL,multi_tenant,simple,low,1.0,0.0,False,25.952244,-81.7241714,25.952244,-81.7241714,"600 Bald Eagle Dr, Marco Island, FL, 34145, US",The current pin is already at the correct unit entrance for Redbox.,,,,False,,2,2c,other_multi_tenant,gpt-4o-mini,25.952244,-81.7241714,1.0,25.952031768494347,-81.7241714,0.9,"The nearest parking lot entrance to the Redbox unit is located directly south of the current pin, accessible from Bald Eagle Dr.",both,,,,,,0.0,0.0
multi_tenant,08f44d983279db530333f0c5bfd9ba97,CVS Beauty,shopping,NC,multi_tenant,simple,low,1.0,0.0,False,35.5705523,-82.5066907,35.5705523,-82.5066907,"11 River Ridge Dr, Asheville, NC, 28803-1299, US","The current pin is already at the correct unit entrance for CVS Beauty, as indicated by the address and layout of the building.",,,,False,,2,2a,strip_mall_tenant,gpt-4o-mini,35.5705523,-82.5066907,1.0,35.570360310540195,-82.5066907,0.9,"The nearest parking lot entrance to CVS Beauty is located directly south of the unit, accessible from the road leading into the shared parking area.",both,,,,,,0.0,0.0
multi_tenant,08f441a176081084030d79833a998de6,Easidance Ballroom,venue_and_event_space,FL,multi_tenant,simple,low,1.0,0.0,False,28.0856179,-82.5347388,28.0856179,-82.5347388,"5111 Ehrlich Rd Ste. 140, Tampa, FL, 33624, US","The current pin is already at the correct unit entrance for Easidance Ballroom, as it is located at 5111 Ehrlich Rd Ste. 140.",,,,False,,2,2c,other_multi_tenant,gpt-4o-mini,28.0856179,-82.5347388,1.0,28.08540966077288,-82.5347388,0.9,"The nearest parking lot entrance to Easidance Ballroom is located to the south of the building, accessible from Ehrlich Rd, making it the most logical entry point for drivers.",both,,,,,,0.0,0.0
multi_tenant,08f489b3854c96cb03e57afee31a82f7,Lion Cub Learning Academy,day_care_preschool,TX,multi_tenant,simple,low,1.0,0.0,False,32.088328,-98.339049,32.088328,-98.339049,"314 E College St, Dublin, TX, 76446-2004, US",The current pin is already at the correct unit entrance for Lion Cub Learning Academy.,,,,False,,2,2b,office_suite,gpt-4o-mini,32.088328,-98.339049,1.0,32.08812802545851,-98.339049,0.8,"The parking lot entry closest to Lion Cub Learning Academy is located to the south of the current pin, making it the most accessible entry point for drivers.",both,,,,,,0.0,0.0
multi_tenant,08f28d558d2c3168039e1e217feba454,Divensi Inc,shopping,WA,multi_tenant,simple,low,1.0,0.0,False,47.629488,-122.1492866,47.629488,-122.1492866,"14320 NE 21st St, Bellevue, WA, 98007-3756, US",The current pin is already at the correct unit entrance for Divensi Inc.,,,,False,,2,2a,strip_mall_tenant,gpt-4o-mini,47.629488,-122.1492866,1.0,47.62925662821803,-122.1492866,0.9,"The parking lot entry closest to Divensi Inc is located directly south of the unit, accessible from the nearest road.",both,,,,,,0.0,0.0
multi_tenant,08f2a94cec800631038d43f767f52edf,FUM Child Learning Center,day_care_preschool,OH,multi_tenant,complex,high,1.0,0.0,False,41.3732887,-83.6276413,41.3732887,-83.6276413,"1526 E Wooster St, Bowling Green, OH, 43402-3338, US",The current pin is already at the correct unit entrance for FUM Child Learning Center.,,,,True,,2,2b,office_suite,gpt-4o-mini,41.3732887,-83.6276413,1.0,41.373031065160674,-83.6276413,0.9,"The nearest parking lot entrance to the FUM Child Learning Center is located directly south of the building, accessible from E Wooster St, making it the most logical entry point for drivers.",both,,,,,,0.0,0.0
multi_tenant,08f26aacdad61c2103b1bf12800193ed,United States Postal Service,shipping_center,CO,multi_tenant,simple,low,1.0,0.0,False,40.5240043900689,-104.85098161183949,40.5240043900689,-104.85098161183949,"320 1st St, Severance, CO, 80546, US",The current pin is already at the correct unit entrance for the United States Postal Service.,,,,False,,2,2b,office_suite,gpt-4o-mini,40.5240043900689,-104.85098161183949,1.0,40.52382497316719,-104.85098161183949,0.8,"The nearest parking lot entry for the United States Postal Service is located to the south of the building, accessible from the nearest road.",both,,,,,,0.0,0.0
multi_tenant,08f489c0907b472c03e4fb9b01fc152e,Boss Products,shopping,TX,multi_tenant,simple,low,1.0,0.0,False,29.6105493,-98.285823,29.6105493,-98.285823,"6729 Guada Coma Dr, Schertz, TX, 78154-3750, US",The current pin is already at the correct unit entrance for Boss Products.,,,,False,,2,2a,strip_mall_tenant,gpt-4o-mini,29.6105493,-98.285823,1.0,29.61034409170005,-98.285823,0.9,"The parking lot entry closest to Boss Products is directly south of the unit, accessible from the nearest road.",both,,,,,,0.0,0.0
multi_tenant,08f27404080136c103408eda82d4de21,Redbox,rental_kiosks,MI,multi_tenant,simple,low,1.0,0.0,False,45.4108399,-87.6091201,45.4108399,-87.6091201,"S723 US Highway 41, Stephenson, MI, 49887, US",The current pin is already at the correct unit entrance for Redbox.,,,,False,,2,2c,other_multi_tenant,gpt-4o-mini,45.4108399,-87.6091201,1.0,45.410674200287154,-87.6091201,0.8,"The nearest parking lot entrance for the Redbox rental kiosk is located directly south of the current pin, accessible from US Highway 41.",both,,,,,,0.0,0.0
multi_tenant,08f44c16a1ab18a003ce7c88eaa1dcbe,Love Letters,shopping,GA,multi_tenant,simple,low,1.0,0.0,False,33.9928998,-83.7204285,33.9928998,-83.7204285,"62 N Broad St, Winder, GA, 30680-1957, US",The current pin is already at the correct unit entrance for 'Love Letters' based on the provided address.,,,,False,,2,2a,strip_mall_tenant,gpt-4o-mini,33.9928998,-83.7204285,1.0,33.99270410315992,-83.7204285,0.8,"The nearest parking lot entrance is located to the south of the building, accessible from the adjacent road, making it the most logical entry point for drivers accessing Love Letters.",both,,,,,,0.0,0.0
multi_tenant,08f279e4a851308b030373f134af2819,Big Timber Daycare,day_care_preschool,MT,multi_tenant,simple,low,1.0,0.0,False,45.8337935,-109.9433057,45.8337935,-109.9433057,"605 E 7th Ave, Big Timber, MT, 59011-7984, US",The current pin is already at the correct unit entrance for Big Timber Daycare.,,,,False,,2,2b,office_suite,gpt-4o-mini,45.8337935,-109.9433057,1.0,45.833629045643455,-109.9433057,0.8,"The parking lot entry for Big Timber Daycare is likely located on E 7th Ave, directly accessible from the road, and the closest point to the daycare unit.",both,,,,,,0.0,0.0
multi_tenant,08f48b149bba605403373775fdc927b6,Frontier's Little Academy,day_care_preschool,TX,multi_tenant,simple,low,1.0,0.0,False,26.2443719,-98.3523745,26.2443719,-98.3523745,"2913 N Moorefield Rd, Mission, TX, 78574-5033, US",The current pin is already at the correct unit entrance for Frontier's Little Academy.,,,,False,,2,2b,office_suite,gpt-4o-mini,26.2443719,-98.3523745,1.0,26.244160197901355,-98.3523745,0.9,"The nearest parking lot entry to Frontier's Little Academy is located directly south of the building, accessible from the road. This position is closest to the unit's address.",both,,,,,,0.0,0.0
multi_tenant,08f2661a308b5401037bdedbf16f4520,Pride Academy,day_care_preschool,IN,multi_tenant,simple,low,1.0,0.0,False,39.7948393,-86.2557025,39.7948393,-86.2557025,"5615 W 22nd St, Indianapolis, IN, 46224-5422, US",The current pin is already at the correct unit entrance for Pride Academy.,,,,False,,2,2b,office_suite,gpt-4o-mini,39.7948393,-86.2557025,1.0,39.79465794588626,-86.2557025,0.9,"The nearest parking lot entrance to Pride Academy is located directly south of the building, accessible from the road. This entry point is the most logical for vehicle access to the daycare.",both,,,,,,0.0,0.0
multi_tenant,08f464822b84e40503d9c84541047902,Redbox,rental_kiosks,HI,multi_tenant,simple,low,1.0,0.0,False,21.619758,-157.916216,21.619758,-157.916216,"54-316 Kamehameha Hwy, Hauula, HI, 96717, US",The current pin is already at the correct unit entrance for Redbox.,,,,False,,2,2c,other_multi_tenant,gpt-4o-mini,21.619758,-157.916216,1.0,21.61953857175138,-157.916216,0.9,"The nearest parking lot entrance to the Redbox unit is located directly south of the building, accessible from Kamehameha Hwy.",both,,,,,,0.0,0.0
multi_tenant,08f44f6b6ec164ad03bc654299f39d14,Redbox,rental_kiosks,FL,multi_tenant,simple,low,1.0,0.0,False,29.4789038,-81.6657194,29.4789038,-81.6657194,"1051 Elm St, Welaka, FL, 32193, US",The current pin is already at the correct unit entrance for Redbox.,,,,False,,2,2c,other_multi_tenant,gpt-4o-mini,29.4789038,-81.6657194,1.0,29.47869832427992,-81.6657194,0.9,"The nearest parking lot entrance to the Redbox unit is located directly south of the building, accessible from the adjacent road.",both,,,,,,0.0,0.0
multi_tenant,08f2a8409b8e5aed03b8bf14219d63e7,Carte Blanche Home and Design,shopping,PA,multi_tenant,simple,low,1.0,0.0,False,40.4890072,-79.9015399,40.4890072,-79.9015399,"347 Freeport Rd, Aspinwall, PA, 15215-3109, US",The current pin is already at the correct unit entrance for Carte Blanche Home and Design.,,,,False,,2,2a,strip_mall_tenant,gpt-4o-mini,40.4890072,-79.9015399,1.0,40.48841971093704,-79.9015399,0.9,"The parking lot entrance closest to Carte Blanche Home and Design is located to the south of the building, accessible from Freeport Rd. This entry point is the most direct access for vehicles to the shared parking area serving the unit.",both,,,,,,0.0,0.0
multi_tenant,08f444682009568a033d0096381572ea,Susa's Design & Beauty,shopping,LA,multi_tenant,simple,low,1.0,0.0,False,29.5947893,-90.7655658,29.5947893,-90.7655658,"216 Venture Blvd, Houma, LA, 70360-7900, US",The current pin is already at the correct unit entrance for Susa's Design & Beauty.,,,,False,,2,2a,strip_mall_tenant,gpt-4o-mini,29.5947893,-90.7655658,1.0,29.594584059628616,-90.7655658,0.9,"The closest parking lot entrance to Susa's Design & Beauty is located directly south of the unit, accessible from the nearest road.",both,,,,,,0.0,0.0
multi_tenant,08f445ca980680e203ab6139c1d5aebc,Faith Academy of Jackson,day_care_preschool,MS,multi_tenant,simple,low,1.0,0.0,False,32.324463,-90.2963044,32.324463,-90.2963044,"5835 Highway 80 W, Jackson, MS, 39209-3514, US",The current pin is already at the correct unit entrance for Faith Academy of Jackson.,,,,False,,2,2b,office_suite,gpt-4o-mini,32.324463,-90.2963044,1.0,32.324172882061255,-90.2963044,0.9,"The parking lot entry closest to Faith Academy of Jackson is located directly south of the current pin, accessible from Highway 80 W.",both,,,,,,0.0,0.0
zero_offset_sample,08f446c041453459034ce664dbae1479,Watermill Express,water_supplier,TX,standard_commercial,simple,low,1.0,0.0,False,29.7683311,-95.2338469,29.7683311,-95.2338469,"1240 Holland St, Jacinto City, TX, 77029, US","The current pin is already at the main customer entrance of Watermill Express, which is the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,29.7683311,-95.2338469,1.0,29.7683311,-95.2338469,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,0.0,0.0
zero_offset_sample,08f44a1174d1c124031f44ee027b08d4,Ortega Law Group,lawyer,FL,no_building,simple,high,0.3,0.0,False,25.779793,-80.2264661,25.779793,-80.2264661,"1888 NW 7th St, Miami, FL, 33125-3504, US",No dedicated commercial structure is visible; the area appears to have residential buildings and possibly home-based businesses.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
zero_offset_sample,08f266835e2db1a50391cf187247cf81,Hardin County Water District No. 2,water_supplier,KY,standard_commercial,simple,low,1.0,0.0,False,37.68769216593068,-85.88515558163782,37.68769216593068,-85.88515558163782,"PO Box 970/1951 W Park Rd, Elizabethtown, KY, 42701, US","The current pin is already at the main customer entrance of the Hardin County Water District No. 2, as it is centrally located and closest to the street-facing facade.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,37.68769216593068,-85.88515558163782,1.0,37.68750537981653,-85.88515558163782,0.8,"The identified entry point is the most visible driveway cut from the road leading to the property, allowing access to the parking area.",both,,,,,,0.0,0.0
zero_offset_sample,08f2664db6a23106036abab19f7b7b37,Winnetka Public School Nursery,day_care_preschool,IL,multi_tenant,simple,low,1.0,0.0,False,42.1049554,-87.7475761,42.1049554,-87.7475761,"1155 Oak St, Winnetka, IL, 60093, US",The current pin is already at the correct unit entrance for Winnetka Public School Nursery.,,,,False,,2,2b,office_suite,gpt-4o-mini,42.1049554,-87.7475761,1.0,42.10478028267042,-87.7475761,0.9,"The parking lot entrance closest to the Winnetka Public School Nursery is located to the south of the building, accessible from Oak St. This entry point is the most direct access for vehicles to the shared parking area serving the nursery.",both,,,,,,0.0,0.0
zero_offset_sample,08f44d84da8092000362dbdad5a6ed3c,Earle James E,lawyer,NC,no_building,simple,high,0.3,0.0,False,35.227736,-80.840593,35.227736,-80.840593,"214 N Tryon St, Charlotte, NC, 28202-0026, US",No dedicated commercial structure is visible at the specified address; the area appears to be a mix of commercial and construction sites.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
zero_offset_sample,08f28f33a3db146c03a65b2b1a2540a4,Quality Rentals,appliance_store,WA,standard_commercial,simple,low,1.0,0.0,False,46.700839,-122.957555,46.700839,-122.957555,"1405 S Gold St, Centralia, WA, 98531, US","The current pin is already at the main customer entrance of Quality Rentals, as it is positioned at the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,46.700839,-122.957555,1.0,46.700677126537045,-122.957555,0.8,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of Quality Rentals.,both,,,,,,0.0,0.0
zero_offset_sample,08f44dc41d1061b503c6c8a20c2caa4e,Rough Water Docks,construction_services,SC,no_building,simple,high,0.3,0.0,False,34.1202354,-81.3122752,34.1202354,-81.3122752,"2537 Wessinger Rd, Chapin, SC, 29036-8036, US",No dedicated commercial structure is visible; the area appears to be a residential or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
zero_offset_sample,08f2a1065b81504903eafee7a32813de,Bath & Body Works,hair_supply_stores,NJ,standard_commercial,simple,low,1.0,0.0,False,40.4107822,-74.1454483,40.4107822,-74.1454483,"2130 State Route 35, Holmdel, NJ, 07733-3116, US","The current pin is already at the main customer entrance of Bath & Body Works, which is the appropriate location for pedestrian entry.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,40.4107822,-74.1454483,1.0,40.4107822,-74.1454483,0.3,"The property appears to have multiple entries, but the primary entry point is not clearly visible from the road in the image provided.",shared,,,,,,0.0,0.0
zero_offset_sample,08f489c016a9052d03ddcb713c10cf0d,Hicks Flooring Carpet One Floor & Home,carpet_store,TX,standard_commercial,multi_tenant,medium,1.0,0.0,False,29.53078,-98.45227,29.53078,-98.45227,"9901 Broadway St Ste 109, San Antonio, TX, 78217, US","The current pin is already at the main customer entrance of the Hicks Flooring Carpet One Floor & Home, as it is positioned at the storefront door facing the street.",,,,True,,1,1c,small_urban_storefront,gpt-4o-mini,29.53078,-98.45227,1.0,29.530574629530012,-98.45227,0.8,"The primary vehicle entry point is visible as a driveway cut leading into the parking lot from Broadway St, located below the center of the image.",both,,,,,,0.0,0.0
zero_offset_sample,08f29a198e7708ed035fa8584e46d303,New Horizons Picture Corporation,event_photography,CA,no_building,simple,high,0.3,0.0,False,34.0535997,-118.4618648,34.0535997,-118.4618648,"11600 San Vicente Blvd, Los Angeles, CA, 90049-5102, US",No dedicated commercial structure is visible; the area appears to have residential buildings and possibly home-based businesses.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
zero_offset_sample,08f28d17b495835e03174e3aec5ba2a9,Penny Farthing Bar & Restaurant,bar,WA,standard_commercial,simple,low,1.0,0.0,False,48.7507916,-122.4796994,48.7507916,-122.4796994,"1309 Cornwall Ave, Bellingham, WA, 98225, US","The current pin is already at the main customer entrance of the Penny Farthing Bar & Restaurant, as it is positioned at the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,48.7507916,-122.4796994,1.0,48.7507916,-122.4796994,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,0.0,0.0
zero_offset_sample,08f2a95d5e9131ac037ec64d69e580e9,REBEL Convenience Stores,convenience_store,OH,standard_commercial,simple,low,1.0,0.0,False,40.6814294,-82.5682994,40.6814294,-82.5682994,"2827 Lexington Ave, Mansfield, OH, 44904, US","The current pin is already at the main customer entrance of the REBEL Convenience Stores, which is the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,40.6814294,-82.5682994,1.0,40.6814294,-82.5682994,0.2,"The image shows a convenience store with no visible driveway or parking lot entry from the road, indicating a pedestrian-only access.",shared,,,,,,0.0,0.0
zero_offset_sample,08f44d8ac5a180c4036bbce973501d62,Shoe Show,shoe_store,NC,standard_commercial,simple,low,1.0,0.0,False,35.3344868,-81.898475,35.3344868,-81.898475,"165 Plaza Dr, Forest City, NC, 28043-3711, US","The current pin is already at the main customer entrance of the Shoe Show store, as it is positioned centrally at the storefront door.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,35.3344868,-81.898475,1.0,35.33385662481613,-81.898475,0.9,The identified entry point is the most visible driveway entrance from the road leading into the parking lot of Shoe Show.,both,,,,,,0.0,0.0
zero_offset_sample,08f29a0aa459491e03350cfd7c02bf19,A-1 Coin Laundry Corona,laundromat,CA,standard_commercial,simple,low,1.0,0.0,False,33.8778323,-117.5950462,33.8778323,-117.5950462,"1520 W 6th St, Corona, CA, 92882, US","The current pin is already at the main customer entrance of A-1 Coin Laundry Corona, as it is positioned at the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,33.8778323,-117.5950462,1.0,33.87763633853076,-117.5950462,0.9,"The primary vehicle entry point is visible as a driveway cut leading into the parking lot from W 6th St, located directly south of the building.",both,,,,,,0.0,0.0
zero_offset_sample,08f2bab09c2294f1036da69d3cf5c917,Redbox,video_and_video_game_rentals,VT,standard_commercial,simple,low,1.0,0.0,False,44.5617264,-72.5979788,44.5617264,-72.5979788,"20 Upper Main St, Morrisville, VT, 05661, US","The current pin is already at the main customer entrance of the Redbox location, which is facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,44.5617264,-72.5979788,1.0,44.5617264,-72.5979788,0.2,The property appears to be a pedestrian-only storefront with no visible vehicle entry points from the road.,shared,,,,,,0.0,0.0
zero_offset_sample,08f29a56582ae483037a234caabd998c,El Tarasco Mexican Food,mexican_restaurant,CA,standard_commercial,simple,low,1.0,0.0,False,33.9182406,-118.4158563,33.9182406,-118.4158563,"210 Main St, El Segundo, CA, 90245-3803, US","The current pin is already at the main customer entrance of El Tarasco Mexican Food, which is the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,33.9182406,-118.4158563,1.0,33.91804473137069,-118.4158563,0.8,"The identified entry point is the most visible driveway leading into the parking lot from Main St, allowing vehicle access to the restaurant.",both,,,,,,0.0,0.0
zero_offset_sample,08f262808a182014037ee27b008cff1a,Forest City Inn,hotel,IA,standard_commercial,simple,medium,1.0,0.0,False,43.2462063,-93.6366474,43.2462063,-93.6366474,"1215 Highway 69, Forest City, IA, 50436, US","The current pin is already at the main customer entrance of the Forest City Inn, which is the appropriate location for pedestrian entry.",,,,False,,1,1b,large_standalone,gpt-4o-mini,43.2462063,-93.6366474,1.0,43.24603436947852,-93.6366474,0.8,The identified entry point is the most visible driveway leading into the parking area from the road.,both,43.24628835774889,-93.6367064083284,0.72,claude-haiku-4-5-20251001,10.3,0.0,0.0
zero_offset_sample,08f2748042da1a5303eb5bc2848e5b4c,Starbucks,coffee_shop,MI,standard_commercial,simple,low,1.0,0.0,False,42.6472063,-85.2999334,42.6472063,-85.2999334,"902 W State St, Hastings, MI, 49058-1661, US","The current pin is already located at the main customer entrance of the Starbucks, which is the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,42.6472063,-85.2999334,1.0,42.64703268825581,-85.2999334,0.9,"The primary vehicle entry point is located on the right side of the property, where the driveway leads into the parking lot. This is the most visible entry from the road.",both,,,,,,0.0,0.0
zero_offset_sample,08f2aacaaa0cc21b033f678783ea3496,Blow Your Mind Studios LLC,graphic_designer,DE,no_building,simple,high,0.3,0.0,False,39.74655,-75.55054,39.74655,-75.55054,"300 Delaware Ave, Wilmington, DE, 19801-1607, US",No dedicated commercial structure is visible at the provided address; it appears to be a residential area or home-based business.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
zero_offset_sample,08f275bcd3aac24903bb84eb4f5618ea,Derinda House,hotel,IL,standard_commercial,simple,medium,1.0,0.0,False,42.3100033,-90.1869101,42.3100033,-90.1869101,"4280 S Derinda Rd, Elizabeth, IL, 61028-9207, US","The current pin is already at the main customer entrance of Derinda House, as it is positioned at the center of the building's facade facing the street.",,,,False,,1,1b,large_standalone,gpt-4o-mini,42.3100033,-90.1869101,1.0,42.3100033,-90.1869101,0.2,"The image does not clearly show a distinct driveway or parking lot entry visible from the road, indicating a pedestrian-only access.",shared,,,,,,0.0,0.0
zero_offset_sample,08f2a958141149540358511d3f117169,Loudonville,american_restaurant,OH,standard_commercial,simple,low,1.0,0.0,False,40.6353824,-82.2350055,40.6353824,-82.2350055,"140 W Main St, Loudonville, OH, 44842-1246, US","The current pin is already at the main customer entrance of the restaurant, which is the storefront door facing the street.",,,,False,,1,1c,small_urban_storefront,gpt-4o-mini,40.6353824,-82.2350055,1.0,40.6353824,-82.2350055,0.2,The property appears to be a pedestrian-only urban storefront with no visible driveway or parking lot entry from the road.,shared,,,,,,0.0,0.0
zero_offset_sample,08f29a0ad9202ade03887366059cdadb,Stater Bros. Markets,supermarket,CA,standard_commercial,simple,low,1.0,0.0,False,34.1124709,-117.7661688,34.1124709,-117.7661688,"2090 Foothill Blvd, La Verne, CA, 91750-3559, US","The current pin is already at the main customer entrance of Stater Bros. Markets, which is facing the street.",,,,False,,1,1b,large_standalone,gpt-4o-mini,34.1124709,-117.7661688,1.0,34.11183134030662,-117.7661688,0.9,"The entry point is located on the right side of the image where the parking lot opens from the road, making it the most visible and primary access for vehicles.",both,,,,,,0.0,0.0
zero_offset_sample,08f26ed6ab622a0403bb873337feffdc,Winn Creek RV Park,campground,AR,open_space,complex,high,0.8,0.0,False,35.8720598,-94.1758141,35.8720598,-94.1758141,"16126 Winn Creek Rd, Winslow, AR, 72959, US","The current pin is centrally located within the campground area, which appears to be the most suitable location given the absence of a clear access point. It serves as a reasonable representation of the campground's visual center.",,,,True,,3,3b,large_outdoor,gpt-4o-mini,,,,35.8720598,-94.1758141,0.8,,shared,,,,,,0.0,0.0
zero_offset_sample,08f29a54c3954bb203a566265989031c,Public Storage,self_storage_facility,CA,standard_commercial,simple,low,1.0,0.0,False,33.6371913,-117.9278472,33.6371913,-117.9278472,"1725 Pomona Ave, Costa Mesa, CA, 92627-3610, US","The current pin is already at the main customer entrance of the Public Storage facility, which is the storefront door facing the street.",,,,False,,1,1b,large_standalone,gpt-4o-mini,33.6371913,-117.9278472,1.0,33.6371913,-117.9278472,0.3,"The property has no visible driveway or parking lot entry from the road; therefore, the center is marked with low confidence.",shared,,,,,,0.0,0.0
zero_offset_sample,08f2aae935cb1980034584b589b0861f,Scotlandyard Security Services,professional_services,PA,no_building,simple,high,0.3,0.0,False,40.2852895,-76.8730163,40.2852895,-76.8730163,"1006 Hemlock Dr, Harrisburg, PA, 17110-3595, US",No dedicated commercial structure is visible at the provided address; it appears to be a residential area.,,,,False,,4,4,no_building,gpt-4o-mini,,,,,,,,,,,,,,0.0,0.0
