id,name,category_primary,region,tier,tier_label,current_lat,current_lon,gt_lat,gt_lon,gt_confidence,gt_reasoning,gt_model,full_address,offset_haversine_m,offset_euclidean_m,offset_manhattan_m,place_complexity,pin_ambiguity,should_move
08f2a95688044422037b021838be8bb1,Midway Drive Thru,shopping,OH,2,multi_tenant,39.9327578,-83.0476421,39.9327578,-83.0476421,1.0,The current pin is already at the correct unit entrance for Midway Drive Thru.,gpt-4o-mini,"1145 Harrisburg Pike, Columbus, OH, 43223-2835, US",0.0,0.0,0.0,simple,low,False
08f26c3458906a360316e4b65b9ceaab,Montiel Imports,shopping,OK,2,multi_tenant,34.6376858,-99.3242393,34.6376858,-99.3242393,1.0,The current pin is already at the correct unit entrance for Montiel Imports.,gpt-4o-mini,"804 E Broadway St, Altus, OK, 73521-5517, US",0.0,0.0,0.0,simple,low,False
08f44c1ce96aa98603ccdb7d8cd55adb,ABC Childcare and Learning Center,day_care_preschool,GA,2,multi_tenant,33.4623725,-83.9034804,33.4623725,-83.9034804,1.0,The current pin is already at the correct unit entrance for ABC Childcare and Learning Center.,gpt-4o-mini,"2155 Highway 212, Covington, GA, 30016-6084, US",0.0,0.0,0.0,complex,high,False
08f2a134f65a3d6503335ec3e66b7c7b,United States Postal Service,shipping_center,PA,2,multi_tenant,39.99207340420365,-75.13551950454712,39.99207340420365,-75.13551950454712,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"217 W Lehigh Ave, Ste 2, Philadelphia, PA, 19133, US",0.0,0.0,0.0,multi_tenant,medium,False
08f44f0135c6ca910323a93e87d48c3e,R&S Structures - Middleburg,building_supply_store,FL,2,multi_tenant,30.062526,-81.88241,30.062526,-81.88241,1.0,The current pin is already at the correct unit entrance for R&S Structures - Middleburg.,gpt-4o-mini,"4151 County Road 218, Middleburg, FL, 32068, US",0.0,0.0,0.0,simple,low,False
08f44ccd13b8824403c49ae974d85c57,Citizens Square Shopping Center,shopping_center,GA,2,multi_tenant,33.9353644,-84.7258851,33.9353644,-84.7258851,1.0,The current pin is already at the correct unit entrance for Citizens Square Shopping Center.,gpt-4o-mini,"4075 Marietta Hwy, Dallas, GA, 30157-3316, US",0.0,0.0,0.0,complex,high,False
08f2b8d79c953cb30399459366a31ea3,United States Postal Service,shipping_center,NY,2,multi_tenant,43.481710946895184,-73.69099706411362,43.481710946895184,-73.69099706411362,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"801 Diamond Point Rd, Diamond Point, NY, 12824, US",0.0,0.0,0.0,simple,low,False
08f2664db6a23106036abab19f7b7b37,Winnetka Public School Nursery,day_care_preschool,IL,2,multi_tenant,42.1049554,-87.7475761,42.1049554,-87.7475761,1.0,The current pin is already at the correct unit entrance for Winnetka Public School Nursery.,gpt-4o-mini,"1155 Oak St, Winnetka, IL, 60093, US",0.0,0.0,0.0,simple,low,False
08f44a194dc5a22d03ff93914b1f2cde,Rocky'S Ranch,shopping,FL,2,multi_tenant,25.5720471,-80.5229433,25.5720471,-80.5229433,0.0,"The current pin is at the center of the image, which does not correspond to the specific storefront entrance of 'Rocky'S Ranch' at the provided address.",gpt-4o-mini,"21000 SW 204th Ave, Miami, FL, 33187-3958, US",0.0,0.0,0.0,simple,low,False
08f29a5605ab50b30367fba07318f28c,Little Sprouts Preschool,day_care_preschool,CA,2,multi_tenant,33.7624246,-118.2939023,33.7624246,-118.2939023,1.0,The current pin is already at the correct unit entrance for Little Sprouts Preschool.,gpt-4o-mini,"1921 N Gaffey St, Los Angeles, CA, 90731-1264, US",0.0,0.0,0.0,simple,low,False
08f2a10046b45c73034fe2d3c453591b,Phoenix Building Products,building_supply_store,NY,2,multi_tenant,40.7475213,-73.6725282,40.7475213,-73.6725282,1.0,The current pin is already at the correct unit entrance for Phoenix Building Products.,gpt-4o-mini,"321 Denton Ave, North Hempstead, NY, 11040-3404, US",0.0,0.0,0.0,simple,low,False
08f283603533122b03ed0c34189cb7cb,Board & Brush Creative Studio - Modesto,venue_and_event_space,CA,2,multi_tenant,37.6773706,-120.9392888,37.6773706,-120.9392888,1.0,The current pin is already at the correct unit entrance for Board & Brush Creative Studio - Modesto.,gpt-4o-mini,"3020 Floyd Ave Ste 309, Modesto, CA, 95355, US",0.0,0.0,0.0,multi_tenant,medium,False
08f44c11240951b0037275c5859718a6,Victory Trophies,shopping,GA,2,multi_tenant,33.4404539,-84.1559547,33.4404539,-84.1559547,1.0,The current pin is already at the correct unit entrance for Victory Trophies.,gpt-4o-mini,"263 Hampton St, McDonough, GA, 30253-3147, US",0.0,0.0,0.0,simple,low,False
08f2661b510550c803174c78700663b7,"L&W Supply - Indianapolis, IN",building_supply_store,IN,2,multi_tenant,39.75338177,-86.08362638,39.75338177,-86.08362638,1.0,"The current pin is already at the correct unit entrance for L&W Supply - Indianapolis, IN.",gpt-4o-mini,"1050 S Emerson Ave, Indianapolis, IN, 46203, US",0.0,0.0,0.0,simple,low,False
08f2b8a76d09d90603e15ba140594fd7,Discovery Day Care,day_care_preschool,NY,2,multi_tenant,43.251825,-76.3113402,43.251825,-76.3113402,1.0,The current pin is already at the correct unit entrance for Discovery Day Care.,gpt-4o-mini,"80 County Route 59, Phoenix, NY, 13135-2116, US",0.0,0.0,0.0,simple,low,False
08f445ca980680e203ab6139c1d5aebc,Faith Academy of Jackson,day_care_preschool,MS,2,multi_tenant,32.324463,-90.2963044,32.324463,-90.2963044,1.0,The current pin is already at the correct unit entrance for Faith Academy of Jackson.,gpt-4o-mini,"5835 Highway 80 W, Jackson, MS, 39209-3514, US",0.0,0.0,0.0,simple,low,False
08f2814a2334dc64032fc0126c52ceb3,Redbox,rental_kiosks,CA,2,multi_tenant,39.7629369,-121.6216725,39.7629369,-121.6216725,0.9,"The current pin is at the center of the image, which likely does not correspond to the specific unit entrance for Redbox. However, without additional visual context to identify the exact location of Redbox, I cannot provide a more precise pin placement.",gpt-4o-mini,"6800 Skwy, Paradise, CA, 95969, US",0.0,0.0,0.0,simple,low,False
08f441319d5556f603f87aad92fc578a,FWP Pool & Spa,hot_tubs_and_pools,FL,2,multi_tenant,26.314049893086928,-81.7876081535573,26.314049893086928,-81.7876081535573,1.0,The current pin is already at the correct unit entrance for FWP Pool & Spa.,gpt-4o-mini,"1485 Rail Head Blvd, # 30, Naples, FL, 34110, US",0.0,0.0,0.0,multi_tenant,medium,False
08f28d56889ab32c0392c2714c3b2b10,United States Postal Service,shipping_center,WA,2,multi_tenant,48.0097965,-122.5275209,48.0097965,-122.5275209,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"1619 Main St, Freeland, WA, 98249, US",0.0,0.0,0.0,simple,low,False
08f2a306249917a3037b86be8a8449c4,Alside,building_supply_store,MA,2,multi_tenant,42.52772899,-71.14837618,42.52772899,-71.14837618,1.0,"The current pin is already at the correct unit entrance for Alside, as it matches the specified address location.",gpt-4o-mini,"844 Woburn St, Wilmington, MA, 01887, US",0.0,0.0,0.0,simple,low,False
08f29124c9b26b93038448a23359f1bf,Associated Building Supply,building_supply_store,,2,multi_tenant,34.1979476,-119.2032993,34.1979476,-119.2032993,1.0,The current pin is already at the correct unit entrance for Associated Building Supply.,gpt-4o-mini,"2425 W 5th St, 93030, US",0.0,0.0,0.0,simple,low,False
08f2a1378649cb0b03d75df1b6c1ff0b,Head start,day_care_preschool,NJ,2,multi_tenant,39.8095682,-75.0096982,39.8095682,-75.0096982,0.9,"The current pin is at the center of the image, which likely corresponds to the overall location of the building. However, without specific visual cues indicating the exact storefront entrance of 'Head start,' the pin placement cannot be confirmed as correct. Further details or a clearer image would be needed for precise placement.",gpt-4o-mini,"345 Chews Landing Rd, Lindenwold, NJ, 08021-3764, US",0.0,0.0,0.0,simple,low,False
08f44500d1230d360355168e07fb4e41,Satsuma Christian Day Care,day_care_preschool,AL,2,multi_tenant,30.8529601,-88.05585,30.8529601,-88.05585,1.0,The current pin is already at the correct unit entrance for Satsuma Christian Day Care.,gpt-4o-mini,"5570 4th St, Satsuma, AL, 36572-2352, US",0.0,0.0,0.0,simple,low,False
08f288999086452303795eadbd435831,Sunnyside Christian Childcare Center,day_care_preschool,WA,2,multi_tenant,46.3336314,-119.997676,46.3336314,-119.997676,1.0,The current pin is already at the correct unit entrance for Sunnyside Christian Childcare Center.,gpt-4o-mini,"700 N 16th St, Sunnyside, WA, 98944-9696, US",0.0,0.0,0.0,complex,high,False
08f44ce9902e800e0391c9a9ee10b13d,"Oak Branch Manufacturing and Assembly, LLC",building_supply_store,GA,2,multi_tenant,34.25237011454785,-83.84987693723154,34.25237011454785,-83.84987693723154,1.0,"The current pin is already at the correct unit entrance for Oak Branch Manufacturing and Assembly, LLC.",gpt-4o-mini,"2150 Chicopee Mill Rd, Gainesville, GA, 30504, US",0.0,0.0,0.0,simple,low,False
08f2a100e6c1444a038184b306e729db,Primeros Pasos Day Care,day_care_preschool,NY,2,multi_tenant,40.7914444,-73.8431038,40.7914444,-73.8431038,1.0,The current pin is already at the correct unit entrance for Primeros Pasos Day Care.,gpt-4o-mini,"124-12 6th Ave, New York, NY, 11356, US",0.0,0.0,0.0,simple,low,False
08f268cc16575b3403a13178c6bed661,Push Pin Travel Maps,shopping,CO,2,multi_tenant,39.6523677,-105.0053939,39.6523677,-105.0053939,1.0,The current pin is already at the correct unit entrance for Push Pin Travel Maps.,gpt-4o-mini,"1500 W Hampden Ave, Englewood, CO, 80110-2000, US",0.0,0.0,0.0,simple,low,False
08f44c16a1ab18a003ce7c88eaa1dcbe,Love Letters,shopping,GA,2,multi_tenant,33.9928998,-83.7204285,33.9928998,-83.7204285,1.0,The current pin is already at the correct unit entrance for 'Love Letters' based on the provided address.,gpt-4o-mini,"62 N Broad St, Winder, GA, 30680-1957, US",0.0,0.0,0.0,simple,low,False
08f44c1668c8c91203fecd29e5dfd97a,Buford Children's Academy,day_care_preschool,GA,2,multi_tenant,34.0999699,-84.0113263,34.0999699,-84.0113263,1.0,The current pin is already at the correct unit entrance for Buford Children's Academy.,gpt-4o-mini,"4440 Commerce Dr, Buford, GA, 30518-3472, US",0.0,0.0,0.0,simple,low,False
08f446dd13476ac403f959fdd9bac451,Kiddie Academy of Elyson,day_care_preschool,,2,multi_tenant,29.8680778,-95.7754969,29.8680778,-95.7754969,1.0,The current pin is already at the correct unit entrance for Kiddie Academy of Elyson.,gpt-4o-mini,"23100 Elyson Falls Dr, 77493, US",0.0,0.0,0.0,simple,low,False
08f29a086da93c55031c1959dee61919,Kiddie Academy,day_care_preschool,CA,2,multi_tenant,33.6087728,-117.6851583,33.6087728,-117.6851583,1.0,"The current pin is already at the correct unit entrance for Kiddie Academy, as it is located within the specified address in the shared building.",gpt-4o-mini,"25521 Muirlands Blvd, Mission Viejo, CA, 92691-4747, US",0.0,0.0,0.0,simple,low,False
08f44f6b6ec164ad03bc654299f39d14,Redbox,rental_kiosks,FL,2,multi_tenant,29.4789038,-81.6657194,29.4789038,-81.6657194,1.0,"The current pin is already at the correct unit entrance for Redbox, as indicated by the address provided.",gpt-4o-mini,"1051 Elm St, Welaka, FL, 32193, US",0.0,0.0,0.0,simple,low,False
08f29a3c5020dba403284700c3b70bd4,Redbox,rental_kiosks,CA,2,multi_tenant,34.886918,-117.0186564,34.886918,-117.0186564,0.9,"The current pin is at the center of the building, which is likely not the specific unit entrance for Redbox. The pin needs to be adjusted to the visible entrance of the Redbox unit within the multi-tenant building.",gpt-4o-mini,"580 E Virginia Way, Barstow, CA, 92311, US",0.0,0.0,0.0,simple,low,False
08f28320e58024c40364c3047c199976,United States Postal Service,shipping_center,CA,2,multi_tenant,38.90161759059298,-121.06650151312353,38.90161759059298,-121.06650151312353,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"100 Harrison Ave, Auburn, CA, 95603, US",0.0,0.0,0.0,simple,low,False
08f2619b9b60a0d20376a1052c362b68,United States Postal Service,shipping_center,NE,2,multi_tenant,40.3006116,-97.6784872,40.3006116,-97.6784872,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"320 D St, Carleton, NE, 68326, US",0.0,0.0,0.0,simple,low,False
08f262cb60b7206003eadb89bdc0b79f,Redbox,rental_kiosks,MN,2,multi_tenant,44.443181,-92.275165,44.443181,-92.275165,0.9,"The current pin is already at the center of the building complex, which is likely the correct location for the Redbox unit entrance based on the address provided.",gpt-4o-mini,"994 W Lyon Ave, Lake City, MN, 55041, US",0.0,0.0,0.0,simple,low,False
08f2a1391a12959403ba86afefa4b065,Precision Shower Doors,shopping,NJ,2,multi_tenant,40.2991098,-74.0559086,40.2991098,-74.0559086,1.0,The current pin is already at the correct unit entrance for Precision Shower Doors.,gpt-4o-mini,"89 State Route 35, Eatontown, NJ, 07724-1822, US",0.0,0.0,0.0,simple,low,False
08f27526aa4c1d42032db14e9ab0300c,This Married Guy,shopping,MN,2,multi_tenant,45.0248677,-93.290329,45.0248677,-93.290329,0.9,The current pin is correctly placed at the storefront entrance of 'This Married Guy' based on the address provided.,gpt-4o-mini,"3830 Bryant Ave N, Minneapolis, MN, 55412-2159, US",0.0,0.0,0.0,simple,low,False
08f2aae2c92e835c030d3d36c3cd22fd,Bobbie's Daycare Learning Center,day_care_preschool,MD,2,multi_tenant,39.2181474,-77.2545004,39.2181474,-77.2545004,0.9,"The current pin is located at the center of the image, which is likely the correct location for Bobbie's Daycare Learning Center based on the provided address. However, further verification of the specific unit entrance is needed for complete accuracy.",gpt-4o-mini,"12221 Greenridge Dr, Boyds, MD, 20841-9009, US",0.0,0.0,0.0,complex,high,False
08f2b8d7639b6d4b03d57c9cf46e1dbb,Redbox,rental_kiosks,NY,2,multi_tenant,43.3994079,-73.2654822,43.3994079,-73.2654822,1.0,The current pin is already at the correct unit entrance for Redbox.,gpt-4o-mini,"78 Quaker St, Granville, NY, 12832, US",0.0,0.0,0.0,simple,low,False
08f2681b4e66d58c03b6d65162bf0df7,Redbox,rental_kiosks,CO,2,multi_tenant,40.0022487,-105.0100064,40.0022487,-105.0100064,0.9,"The current pin is located at the center of the building, which is likely not the specific unit entrance for Redbox. However, without additional visual cues to identify the exact storefront, the confidence is moderate.",gpt-4o-mini,"1891 State Highway 7, Broomfield, CO, 80023, US",0.0,0.0,0.0,simple,low,False
08f28d5d03700a600340d50647fa4b5c,Action Door & Trim Inc,building_supply_store,WA,2,multi_tenant,47.1687801,-122.405335,47.1687801,-122.405335,0.9,"The current pin is at the center of the image, which is likely not the specific storefront entrance for Action Door & Trim Inc. However, without additional visual context, I cannot determine the exact location of the unit entrance.",gpt-4o-mini,"9701 Portland Ave E, Tacoma, WA, 98445, US",0.0,0.0,0.0,simple,low,False
08f48e809e00d48203d2841922608c1a,Open Arms Preschool,day_care_preschool,AZ,2,multi_tenant,32.3717979,-111.0687564,32.3717979,-111.0687564,1.0,The current pin is already at the correct unit entrance for Open Arms Preschool.,gpt-4o-mini,"9095 N Bald Eagle Ave, Tucson, AZ, 85742-9517, US",0.0,0.0,0.0,simple,low,False
08f29a569611ddb6034f082f45ac7e33,The Shops at Buena Park,shopping_center,CA,2,multi_tenant,33.863632,-117.9983519,33.863632,-117.9983519,1.0,The current pin is already at the correct unit entrance for The Shops at Buena Park.,gpt-4o-mini,"Buena Park, CA, US",0.0,0.0,0.0,complex,high,False
08f44a8c06d718e80332d4e781a3f4e4,HornerXpress Port St. Lucie,hot_tubs_and_pools,FL,2,multi_tenant,27.3034714,-80.371282,27.3034714,-80.371282,0.9,"The current pin is already at the center of the building, which is likely close to the storefront entrance of HornerXpress Port St. Lucie based on the provided address.",gpt-4o-mini,"1225 SW S Macedo Blvd, Port Saint Lucie, FL, 34983, US",0.0,0.0,0.0,simple,low,False
08f444682009568a033d0096381572ea,Susa's Design & Beauty,shopping,LA,2,multi_tenant,29.5947893,-90.7655658,29.5947893,-90.7655658,1.0,The current pin is already at the correct unit entrance for Susa's Design & Beauty.,gpt-4o-mini,"216 Venture Blvd, Houma, LA, 70360-7900, US",0.0,0.0,0.0,simple,low,False
08f441a176081084030d79833a998de6,Easidance Ballroom,venue_and_event_space,FL,2,multi_tenant,28.0856179,-82.5347388,28.0856179,-82.5347388,1.0,"The current pin is already at the correct unit entrance for Easidance Ballroom, as indicated by the address provided.",gpt-4o-mini,"5111 Ehrlich Rd Ste. 140, Tampa, FL, 33624, US",0.0,0.0,0.0,simple,low,False
08f26c866814420603eb9c30321988bd,Pacie Shops,shopping,TX,2,multi_tenant,32.88526,-96.7665,32.88526,-96.7665,1.0,The current pin is already at the correct unit entrance for Pacie Shops.,gpt-4o-mini,"5473 Blair Rd, Dallas, TX, 75231-4227, US",0.0,0.0,0.0,simple,low,False
08f48b149bba605403373775fdc927b6,Frontier's Little Academy,day_care_preschool,TX,2,multi_tenant,26.2443719,-98.3523745,26.2443719,-98.3523745,0.9,"The current pin is at the center of the image, which is likely not the specific unit's storefront entrance. However, without additional context or a clearer view of the building layout, I cannot definitively identify the correct entrance location.",gpt-4o-mini,"2913 N Moorefield Rd, Mission, TX, 78574-5033, US",0.0,0.0,0.0,simple,low,False
08f4413c35cd64d003203cca8a0e1d20,Redbox,rental_kiosks,FL,2,multi_tenant,25.952244,-81.7241714,25.952244,-81.7241714,1.0,"The current pin is already at the correct unit entrance for Redbox, as it is located within the shared building complex at the specified address.",gpt-4o-mini,"600 Bald Eagle Dr, Marco Island, FL, 34145, US",0.0,0.0,0.0,simple,low,False
08f44c13b2413baa03aaaa0efb13c3ce,Greater Works Fame Atlanta Child Care Academy,day_care_preschool,GA,2,multi_tenant,33.868749,-84.096836,33.868749,-84.096836,1.0,The current pin is already at the correct unit entrance for Greater Works Fame Atlanta Child Care Academy.,gpt-4o-mini,"917 Killian Hill Rd SW, Lilburn, GA, 30047-3137, US",0.0,0.0,0.0,simple,low,False
08f28d558d2c3168039e1e217feba454,Divensi Inc,shopping,WA,2,multi_tenant,47.629488,-122.1492866,47.629488,-122.1492866,0.9,"The current pin is at the center of the building complex, which is likely the correct location for Divensi Inc's storefront entrance based on the address provided.",gpt-4o-mini,"14320 NE 21st St, Bellevue, WA, 98007-3756, US",0.0,0.0,0.0,simple,low,False
08f29a117245e8ae03e392aa2d1cf3bb,Volunteers of America,day_care_preschool,CA,2,multi_tenant,34.3853483,-118.5344954,34.3853483,-118.5344954,1.0,"The current pin is already at the correct unit entrance for Volunteers of America, as it is located within the identified multi-tenant building.",gpt-4o-mini,"24823 Walnut St, Santa Clarita, CA, 91321-1506, US",0.0,0.0,0.0,simple,low,False
08f2a339221a6b5303a54ba0fde69267,Shiseido Cosmetics,shopping,MA,2,multi_tenant,42.240343,-70.991989,42.240343,-70.991989,0.9,"The current pin is already at the center of the building, which is likely not the specific storefront entrance for Shiseido Cosmetics. However, without additional visual context to identify the exact unit, I cannot provide a more precise location.",gpt-4o-mini,"221 Quincy Ave, Quincy, MA, 02169-6754, US",0.0,0.0,0.0,simple,low,False
08f264dab5a844ee0340cc1f82d064c7,Big Hearts Little Hands Child Care and Early Learning Center,day_care_preschool,TN,2,multi_tenant,35.9854803,-86.4966212,35.9854803,-86.4966212,1.0,The current pin is already at the correct unit entrance for Big Hearts Little Hands Child Care and Early Learning Center.,gpt-4o-mini,"1450 Sam Davis Rd, Smyrna, TN, 37167-2736, US",0.0,0.0,0.0,complex,high,False
08f2893a18263498030e146dd58ed697,United States Postal Service,shipping_center,MT,2,multi_tenant,45.9838061,-112.5262203,45.9838061,-112.5262203,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"701 Dewey Blvd, Butte, MT, 59701, US",0.0,0.0,0.0,simple,low,False
08f262b298a31d1b03992a87a81b76a4,United States Postal Service,shipping_center,IA,2,multi_tenant,41.8825572,-93.683215,41.8825572,-93.683215,1.0,The current pin is already at the correct unit entrance for the United States Postal Service.,gpt-4o-mini,"422 Main St, Slater, IA, 50244, US",0.0,0.0,0.0,simple,low,False
08f2661a308b5401037bdedbf16f4520,Pride Academy,day_care_preschool,IN,2,multi_tenant,39.7948393,-86.2557025,39.7948393,-86.2557025,1.0,The current pin is already at the correct unit entrance for Pride Academy.,gpt-4o-mini,"5615 W 22nd St, Indianapolis, IN, 46224-5422, US",0.0,0.0,0.0,simple,low,False
08f28d542c14629c030196993d95c816,Pacific Place,shopping_center,WA,2,multi_tenant,47.6131117,-122.3352691,47.6131117,-122.3352691,1.0,The current pin is already at the correct unit entrance for Pacific Place.,gpt-4o-mini,"600 Pine St, Seattle, WA, 98101-1701, US",0.0,0.0,0.0,complex,high,False
08f2a94cec800631038d43f767f52edf,FUM Child Learning Center,day_care_preschool,OH,2,multi_tenant,41.3732887,-83.6276413,41.3732887,-83.6276413,1.0,The current pin is already at the correct unit entrance for FUM Child Learning Center.,gpt-4o-mini,"1526 E Wooster St, Bowling Green, OH, 43402-3338, US",0.0,0.0,0.0,complex,high,False
08f2a9567639a79103b0b2f66c7ad752,Archana International Grocery,shopping,OH,2,multi_tenant,39.9561167,-82.7899494,39.9561167,-82.7899494,1.0,The current pin is already at the correct unit entrance for Archana International Grocery.,gpt-4o-mini,"7770 E Main St, Reynoldsburg, OH, 43068-7265, US",0.0,0.0,0.0,simple,low,False
08f44ccc54b3219c03229fcaab565484,CVS Beauty,shopping,GA,2,multi_tenant,34.150354,-84.8253817,34.150354,-84.8253817,1.0,The current pin is already at the correct unit entrance for CVS Beauty.,gpt-4o-mini,"1162 West Ave SE, Cartersville, GA, 30120-6138, US",0.0,0.0,0.0,simple,low,False
08f2748cd394444403c4a5883e348604,Trinity Health Lab - Walker,laboratory,MI,2,multi_tenant,42.9853099,-85.7778123,42.9853099,-85.7778123,1.0,The current pin is already at the correct unit entrance for Trinity Health Lab - Walker.,gpt-4o-mini,"1175 Wilson Ave NW, Grand Rapids, MI, 49534, US",0.0,0.0,0.0,simple,low,False
08f2aa8c2c91654c0307f9ec74d32578,Nicole Matthews Daycare,child_care_and_day_care,MD,2,multi_tenant,39.3459773,-76.5904581,39.3459773,-76.5904581,0.0,The current pin is at the center of the image and does not indicate the specific unit's storefront entrance for Nicole Matthews Daycare.,gpt-4o-mini,"1525 E Cold Spring Ln, Baltimore, MD, 21218, US",0.0,0.0,0.0,simple,low,False
08f464e72a35e494034d23ca9ac0fa10,Eleele Shopping Center,shopping_center,HI,2,multi_tenant,21.9052488,-159.5855169,21.9052488,-159.5855169,1.0,The current pin is already at the correct unit entrance for Eleele Shopping Center.,gpt-4o-mini,"4469 Waialo Rd, Eleele, HI, 96705, US",0.0,0.0,0.0,complex,high,False
08f265a25ed9e45903a0660c8eacf9af,Kidco Early Education,day_care_preschool,AR,2,multi_tenant,35.063224,-92.426252,35.063224,-92.426252,1.0,The current pin is already at the correct unit entrance for Kidco Early Education.,gpt-4o-mini,"1150 AR-365 S, Conway, AR, 72032-9287, US",0.0,0.0,0.0,simple,low,False
08f26653a97ab63003e359ea728ee94e,Minute Clinic,shopping,IN,2,multi_tenant,40.48788,-86.16464,40.48788,-86.16464,1.0,The current pin is already at the correct unit entrance for Minute Clinic.,gpt-4o-mini,"2340 W Sycamore St, Kokomo, IN, 46901-4108, US",0.0,0.0,0.0,simple,low,False
08f489b3854c96cb03e57afee31a82f7,Lion Cub Learning Academy,day_care_preschool,TX,2,multi_tenant,32.088328,-98.339049,32.088328,-98.339049,1.0,The current pin is already at the correct unit entrance for Lion Cub Learning Academy.,gpt-4o-mini,"314 E College St, Dublin, TX, 76446-2004, US",0.0,0.0,0.0,simple,low,False
08f2a862668d2840038de22775a17309,Imperial Plaza,shopping_center,OH,2,multi_tenant,40.011572,-80.746899,40.011572,-80.746899,1.0,The current pin is already at the correct unit entrance for Imperial Plaza.,gpt-4o-mini,"300 28th St, Bellaire, OH, 43906-1789, US",0.0,0.0,0.0,complex,high,False
08f266aa1331282103265775167119ab,Walmart Owensboro - Leitchfield Rd,shopping,KY,2,multi_tenant,37.7567951,-87.0607539,37.7567951,-87.0607539,1.0,The current pin is already at the correct unit entrance for Walmart Owensboro - Leitchfield Rd.,gpt-4o-mini,"3151 State Route 54, Owensboro, KY, 42303-2115, US",0.0,0.0,0.0,simple,low,False
08f489c0664e38d603650cc8d06796f7,Bluffs at Old Town Helotes,shopping,TX,2,multi_tenant,29.5763505,-98.6903021,29.5763505,-98.6903021,1.0,The current pin is already at the correct unit entrance for 'Bluffs at Old Town Helotes'.,gpt-4o-mini,"14391 Riggs Rd, Helotes, TX, 78023-3928, US",0.0,0.0,0.0,simple,low,False
08f2b8a2a880cd00039b47e5b94a1d1b,Childtime,day_care_preschool,NY,2,multi_tenant,43.129215,-76.2064007,43.129215,-76.2064007,0.9,"The current pin is at the center of the image, which is likely not the specific unit's storefront entrance. However, without additional context or a detailed view of the building layout, I cannot definitively identify the correct entrance for 'Childtime'.",gpt-4o-mini,"7453 Morgan Rd, Clay, NY, 13090-3957, US",0.0,0.0,0.0,simple,low,False
08f264930539a36b039a01901f809232,Village Shoppes of Madison,shopping_center,AL,2,multi_tenant,34.7321711,-86.7868444,34.7321711,-86.7868444,1.0,The current pin is already at the correct unit entrance for Village Shoppes of Madison.,gpt-4o-mini,"12120 County Line Rd, Madison, AL, 35756, US",0.0,0.0,0.0,complex,high,False
08f29a56c08260a2030fb9815d0e4803,WeeCare,day_care_preschool,CA,2,multi_tenant,33.9289,-118.26985,33.9289,-118.26985,1.0,The current pin is already at the correct unit entrance for WeeCare.,gpt-4o-mini,"11609 S San Pedro St, Los Angeles, CA, 90061-2433, US",0.0,0.0,0.0,simple,low,False
08f266c15d8c05b203255d931a76d87f,Imagination Daycare and Preschool,day_care_preschool,IN,2,multi_tenant,39.0062148,-85.6262466,39.0062148,-85.6262466,1.0,The current pin is already at the correct unit entrance for Imagination Daycare and Preschool.,gpt-4o-mini,"113 N Jackson St, North Vernon, IN, 47265-1503, US",0.0,0.0,0.0,simple,low,False
08f2ad6a54055c6c030f751d675a9ffc,Hobbton Head Start,day_care_preschool,NC,2,multi_tenant,35.181124,-78.328884,35.181124,-78.328884,1.0,The current pin is already at the correct unit entrance for Hobbton Head Start.,gpt-4o-mini,"12361 Hobbton Hwy, Newton Grove, NC, 28366-7248, US",0.0,0.0,0.0,simple,low,False
08f2a10030b03bb103ee330d38e115cb,Sunrise Medical Laboratory,laboratory,NY,2,multi_tenant,40.913553,-73.786137,40.913553,-73.786137,1.0,The current pin is already at the correct unit entrance for Sunrise Medical Laboratory.,gpt-4o-mini,"175 Memorial Hwy, Suite LL-8, New Rochelle, NY, 10801, US",0.0,0.0,0.0,multi_tenant,medium,False
08f44c4d49d49c9c030dca7b73b23da8,Childcare Network,day_care_preschool,GA,2,multi_tenant,31.4871678,-83.5116083,31.4871678,-83.5116083,1.0,The current pin is already at the correct unit entrance for Childcare Network.,gpt-4o-mini,"3148 Fulwood Rd, Tifton, GA, 31794-1829, US",0.0,0.0,0.0,simple,low,False
08f264636ad1e63603a1041a5de69d20,African Depot,shopping,MO,2,multi_tenant,38.7479458,-90.2793982,38.7479458,-90.2793982,1.0,The current pin is already at the correct unit entrance for African Depot.,gpt-4o-mini,"9944 W Florissant Ave, St Louis, MO, 63136-1432, US",0.0,0.0,0.0,simple,low,False
08f2a9066d735ce403a31c04b659a294,CVS Beauty,shopping,OH,2,multi_tenant,39.728916,-84.0578713,39.728916,-84.0578713,1.0,The current pin is already at the correct unit entrance for CVS Beauty.,gpt-4o-mini,"1331 N Fairfield Rd, Beavercreek, OH, 45432-2643, US",0.0,0.0,0.0,simple,low,False
